output,error_type,driver,active,cv_pct,r,n,n_eff,p_naive,p_eff,abs_r,sig_naive,sig_eff,q_eff,sig_fdr
Stage1.M0,bias,Machine1.Zone1Temperature,hayir,0.09,-0.1855,14018,137.6,0.0,0.0294,0.1855,True,True,0.1146,False
Stage1.M0,bias,Machine1.Zone2Temperature,hayir,0.56,-0.0315,14018,1934.1,0.000195,0.1667,0.0315,True,False,0.3548,False
Stage1.M0,bias,Machine1.MotorRPM,evet,5.74,0.0008,14018,51.1,0.922078,0.9954,0.0008,False,False,0.9954,False
Stage1.M0,bias,Machine1.ExitZoneTemperature,evet,2.71,-0.1099,14018,60.0,0.0,0.4045,0.1099,True,False,0.6192,False
Stage1.M0,bias,Machine2.Zone1Temperature,hayir,0.08,-0.0127,14018,756.0,0.132096,0.727,0.0127,False,False,0.8421,False
Stage1.M0,bias,Machine2.Zone2Temperature,hayir,0.16,-0.0293,14018,927.9,0.000511,0.3721,0.0293,True,False,0.589,False
Stage1.M0,bias,Machine2.MotorRPM,hayir,0.21,0.0059,14018,14018.0,0.484627,0.4846,0.0059,False,False,0.6853,False
Stage1.M0,bias,Machine2.ExitZoneTemperature,hayir,0.27,-0.0035,14018,2839.9,0.676811,0.8512,0.0035,False,False,0.9137,False
Stage1.M0,bias,Machine3.Zone1Temperature,hayir,0.1,-0.1041,14018,303.9,0.0,0.0698,0.1041,True,False,0.2095,False
Stage1.M0,bias,Machine3.Zone2Temperature,hayir,0.15,-0.0363,14018,1428.9,1.7e-05,0.1705,0.0363,True,False,0.3561,False
Stage1.M0,bias,Machine3.MotorRPM,evet,3.28,-0.0011,14018,55.5,0.896345,0.9936,0.0011,False,False,0.9954,False
Stage1.M0,bias,Machine3.ExitZoneTemperature,hayir,0.1,-0.0717,14018,455.8,0.0,0.1267,0.0717,True,False,0.2982,False
Stage1.M0,bias,Combiner.Temperature3,hayir,0.15,0.0107,14018,1926.5,0.205525,0.6391,0.0107,False,False,0.7872,False
Stage1.M0,bias,Machine4.Temperature1,hayir,0.64,-0.0324,14018,897.8,0.000122,0.3315,0.0324,True,False,0.545,False
Stage1.M0,bias,Machine4.Temperature2,hayir,0.82,-0.0056,14018,1022.0,0.509148,0.8587,0.0056,False,False,0.9201,False
Stage1.M0,bias,Machine4.Pressure,evet,5.46,-0.0006,14018,135.0,0.942245,0.9944,0.0006,False,False,0.9954,False
Stage1.M0,bias,Machine4.Temperature3,evet,1.15,0.3106,14018,60.3,0.0,0.0151,0.3106,True,True,0.073,False
Stage1.M0,bias,Machine4.Temperature5,hayir,0.92,0.2765,14018,70.5,0.0,0.0197,0.2765,True,True,0.0868,False
Stage1.M0,bias,Machine5.Temperature1,hayir,0.01,0.0539,14018,1822.2,0.0,0.0213,0.0539,True,True,0.0919,False
Stage1.M0,bias,Machine5.Temperature2,hayir,0.02,0.0144,14018,1539.7,0.087931,0.572,0.0144,False,False,0.7476,False
Stage1.M0,bias,Machine5.Temperature3,hayir,0.38,0.2945,14018,76.9,0.0,0.0091,0.2945,True,True,0.0534,False
Stage1.M0,bias,Machine5.Temperature4,hayir,0.66,0.1675,14018,57.8,0.0,0.2108,0.1675,True,False,0.4029,False
Stage1.M0,bias,Machine5.Temperature5,hayir,0.04,0.0472,14018,988.0,0.0,0.1379,0.0472,True,False,0.3206,False
Stage1.M0,bias,Machine5.Temperature6,hayir,0.63,-0.1924,14018,85.5,0.0,0.0767,0.1924,True,False,0.2213,False
Stage1.M1,bias,Machine1.Zone1Temperature,hayir,0.09,-0.2249,8177,78.2,0.0,0.0472,0.2249,True,True,0.1573,False
Stage1.M1,bias,Machine1.Zone2Temperature,hayir,0.56,-0.0219,8177,803.0,0.047803,0.5358,0.0219,True,False,0.729,False
Stage1.M1,bias,Machine1.MotorRPM,evet,5.74,-0.0494,8177,14.8,8e-06,0.8654,0.0494,True,False,0.9256,False
Stage1.M1,bias,Machine1.ExitZoneTemperature,evet,2.71,0.0242,8177,85.5,0.028831,0.8262,0.0242,True,False,0.895,False
Stage1.M1,bias,Machine2.Zone1Temperature,hayir,0.08,-0.0949,8177,235.8,0.0,0.1466,0.0949,True,False,0.3306,False
Stage1.M1,bias,Machine2.Zone2Temperature,hayir,0.16,-0.0539,8177,350.3,1e-06,0.315,0.0539,True,False,0.5264,False
Stage1.M1,bias,Machine2.MotorRPM,hayir,0.21,0.0043,8177,8177.0,0.698672,0.6987,0.0043,False,False,0.8284,False
Stage1.M1,bias,Machine2.ExitZoneTemperature,hayir,0.27,-0.0202,8177,8177.0,0.068107,0.0681,0.0202,False,False,0.2076,False
Stage1.M1,bias,Machine3.Zone1Temperature,hayir,0.1,-0.1673,8177,91.4,0.0,0.1122,0.1673,True,False,0.2818,False
Stage1.M1,bias,Machine3.Zone2Temperature,hayir,0.15,-0.0553,8177,567.9,1e-06,0.1885,0.0553,True,False,0.3729,False
Stage1.M1,bias,Machine3.MotorRPM,evet,3.28,0.0203,8177,17.7,0.066174,0.9379,0.0203,False,False,0.9736,False
Stage1.M1,bias,Machine3.ExitZoneTemperature,hayir,0.1,-0.136,8177,144.0,0.0,0.1042,0.136,True,False,0.2671,False
Stage1.M1,bias,Combiner.Temperature3,hayir,0.15,-0.0434,8177,2310.0,8.6e-05,0.0369,0.0434,True,True,0.131,False
Stage1.M1,bias,Machine4.Temperature1,hayir,0.64,-0.251,8177,95.5,0.0,0.0137,0.251,True,True,0.0678,False
Stage1.M1,bias,Machine4.Temperature2,hayir,0.82,-0.2554,8177,98.1,0.0,0.0109,0.2554,True,True,0.0588,False
Stage1.M1,bias,Machine4.Pressure,evet,5.46,-0.0821,8177,41.5,0.0,0.6096,0.0821,True,False,0.7733,False
Stage1.M1,bias,Machine4.Temperature3,evet,1.15,0.3412,8177,15.6,0.0,0.2067,0.3412,True,False,0.3989,False
Stage1.M1,bias,Machine4.Temperature5,hayir,0.92,0.2207,8177,22.5,0.0,0.3214,0.2207,True,False,0.5327,False
Stage1.M1,bias,Machine5.Temperature1,hayir,0.01,0.0518,8177,1134.4,3e-06,0.0814,0.0518,True,False,0.2287,False
Stage1.M1,bias,Machine5.Temperature2,hayir,0.02,0.0221,8177,951.1,0.0458,0.4964,0.0221,True,False,0.6882,False
Stage1.M1,bias,Machine5.Temperature3,hayir,0.38,0.4245,8177,30.0,0.0,0.0185,0.4245,True,True,0.0832,False
Stage1.M1,bias,Machine5.Temperature4,hayir,0.66,0.5163,8177,19.6,0.0,0.0198,0.5163,True,False,0.0868,False
Stage1.M1,bias,Machine5.Temperature5,hayir,0.04,0.152,8177,229.6,0.0,0.0211,0.152,True,True,0.0918,False
Stage1.M1,bias,Machine5.Temperature6,hayir,0.63,-0.1965,8177,30.1,0.0,0.3004,0.1965,True,False,0.512,False
Stage1.M2,bias,Machine1.Zone1Temperature,hayir,0.09,0.1477,14002,95.9,0.0,0.1514,0.1477,True,False,0.3384,False
Stage1.M2,bias,Machine1.Zone2Temperature,hayir,0.56,0.0624,14002,783.9,0.0,0.0807,0.0624,True,False,0.2287,False
Stage1.M2,bias,Machine1.MotorRPM,evet,5.74,-0.0769,14002,45.6,0.0,0.6148,0.0769,True,False,0.7764,False
Stage1.M2,bias,Machine1.ExitZoneTemperature,evet,2.71,-0.0819,14002,50.8,0.0,0.5703,0.0819,True,False,0.7471,False
Stage1.M2,bias,Machine2.Zone1Temperature,hayir,0.08,-0.0285,14002,415.1,0.000748,0.5629,0.0285,True,False,0.744,False
Stage1.M2,bias,Machine2.Zone2Temperature,hayir,0.16,-0.0139,14002,590.6,0.099789,0.736,0.0139,False,False,0.8459,False
Stage1.M2,bias,Machine2.MotorRPM,hayir,0.21,0.0039,14002,14002.0,0.645928,0.6459,0.0039,False,False,0.7909,False
Stage1.M2,bias,Machine2.ExitZoneTemperature,hayir,0.27,-0.0148,14002,14002.0,0.079219,0.0792,0.0148,False,False,0.2263,False
Stage1.M2,bias,Machine3.Zone1Temperature,hayir,0.1,0.0496,14002,153.1,0.0,0.543,0.0496,True,False,0.7341,False
Stage1.M2,bias,Machine3.Zone2Temperature,hayir,0.15,0.0184,14002,1581.1,0.029536,0.465,0.0184,True,False,0.6754,False
Stage1.M2,bias,Machine3.MotorRPM,evet,3.28,0.1439,14002,48.2,0.0,0.3301,0.1439,True,False,0.5441,False
Stage1.M2,bias,Machine3.ExitZoneTemperature,hayir,0.1,0.0408,14002,277.3,1e-06,0.4988,0.0408,True,False,0.6896,False
Stage1.M2,bias,Combiner.Temperature3,hayir,0.15,0.0096,14002,2950.6,0.258159,0.6039,0.0096,False,False,0.7676,False
Stage1.M2,bias,Machine4.Temperature1,hayir,0.64,0.0852,14002,269.1,0.0,0.1634,0.0852,True,False,0.3544,False
Stage1.M2,bias,Machine4.Temperature2,hayir,0.82,0.0428,14002,292.3,0.0,0.4661,0.0428,True,False,0.6754,False
Stage1.M2,bias,Machine4.Pressure,evet,5.46,-0.0682,14002,115.6,0.0,0.4685,0.0682,True,False,0.6757,False
Stage1.M2,bias,Machine4.Temperature3,evet,1.15,-0.299,14002,49.5,0.0,0.0355,0.299,True,True,0.1282,False
Stage1.M2,bias,Machine4.Temperature5,hayir,0.92,-0.2729,14002,56.5,0.0,0.0406,0.2729,True,True,0.1416,False
Stage1.M2,bias,Machine5.Temperature1,hayir,0.01,-0.0449,14002,1650.8,0.0,0.0682,0.0449,True,False,0.2076,False
Stage1.M2,bias,Machine5.Temperature2,hayir,0.02,0.011,14002,1321.0,0.195071,0.6909,0.011,False,False,0.8226,False
Stage1.M2,bias,Machine5.Temperature3,hayir,0.38,-0.2088,14002,56.3,0.0,0.122,0.2088,True,False,0.2952,False
Stage1.M2,bias,Machine5.Temperature4,hayir,0.66,-0.2428,14002,48.5,0.0,0.0945,0.2428,True,False,0.2556,False
Stage1.M2,bias,Machine5.Temperature5,hayir,0.04,-0.0146,14002,619.4,0.084904,0.7177,0.0146,False,False,0.8362,False
Stage1.M2,bias,Machine5.Temperature6,hayir,0.63,-0.0093,14002,59.2,0.272905,0.9446,0.0093,False,False,0.977,False
Stage1.M3,bias,Machine1.Zone1Temperature,hayir,0.09,0.0701,13953,649.4,0.0,0.0743,0.0701,True,False,0.2174,False
Stage1.M3,bias,Machine1.Zone2Temperature,hayir,0.56,0.0069,13953,3853.4,0.412864,0.667,0.0069,False,False,0.8037,False
Stage1.M3,bias,Machine1.MotorRPM,evet,5.74,-0.0648,13953,389.0,0.0,0.2026,0.0648,True,False,0.3935,False
Stage1.M3,bias,Machine1.ExitZoneTemperature,evet,2.71,-0.0052,13953,414.3,0.542596,0.9167,0.0052,False,False,0.9599,False
Stage1.M3,bias,Machine2.Zone1Temperature,hayir,0.08,-0.0124,13953,2026.9,0.143151,0.5771,0.0124,False,False,0.7508,False
Stage1.M3,bias,Machine2.Zone2Temperature,hayir,0.16,0.0353,13953,2905.4,3e-05,0.0568,0.0353,True,False,0.1797,False
Stage1.M3,bias,Machine2.MotorRPM,hayir,0.21,-0.0116,13953,13953.0,0.171534,0.1715,0.0116,False,False,0.3561,False
Stage1.M3,bias,Machine2.ExitZoneTemperature,hayir,0.27,0.0056,13953,13953.0,0.50742,0.5074,0.0056,False,False,0.6999,False
Stage1.M3,bias,Machine3.Zone1Temperature,hayir,0.1,0.166,13953,939.2,0.0,0.0,0.166,True,True,0.0,True
Stage1.M3,bias,Machine3.Zone2Temperature,hayir,0.15,0.0145,13953,5613.2,0.087256,0.2782,0.0145,False,False,0.4894,False
Stage1.M3,bias,Machine3.MotorRPM,evet,3.28,0.0764,13953,402.5,0.0,0.1262,0.0764,True,False,0.2982,False
Stage1.M3,bias,Machine3.ExitZoneTemperature,hayir,0.1,0.0839,13953,1495.9,0.0,0.0012,0.0839,True,True,0.0138,True
Stage1.M3,bias,Combiner.Temperature3,hayir,0.15,-0.0036,13953,7204.3,0.669534,0.7591,0.0036,False,False,0.8518,False
Stage1.M3,bias,Machine4.Temperature1,hayir,0.64,0.2561,13953,2391.3,0.0,0.0,0.2561,True,True,0.0,True
Stage1.M3,bias,Machine4.Temperature2,hayir,0.82,0.2832,13953,2458.1,0.0,0.0,0.2832,True,True,0.0,True
Stage1.M3,bias,Machine4.Pressure,evet,5.46,-0.0866,13953,940.2,0.0,0.0079,0.0866,True,True,0.0482,True
Stage1.M3,bias,Machine4.Temperature3,evet,1.15,-0.0522,13953,434.9,0.0,0.278,0.0522,True,False,0.4894,False
Stage1.M3,bias,Machine4.Temperature5,hayir,0.92,-0.0018,13953,497.7,0.828675,0.9675,0.0018,False,False,0.9847,False
Stage1.M3,bias,Machine5.Temperature1,hayir,0.01,0.0338,13953,6079.2,6.5e-05,0.0084,0.0338,True,True,0.0504,False
Stage1.M3,bias,Machine5.Temperature2,hayir,0.02,0.0046,13953,4666.3,0.583243,0.7511,0.0046,False,False,0.8506,False
Stage1.M3,bias,Machine5.Temperature3,hayir,0.38,-0.154,13953,428.2,0.0,0.0014,0.154,True,True,0.0152,True
Stage1.M3,bias,Machine5.Temperature4,hayir,0.66,-0.1143,13953,396.9,0.0,0.0228,0.1143,True,True,0.0976,False
Stage1.M3,bias,Machine5.Temperature5,hayir,0.04,-0.0766,13953,2788.7,0.0,0.0001,0.0766,True,True,0.0014,True
Stage1.M3,bias,Machine5.Temperature6,hayir,0.63,0.0984,13953,441.4,0.0,0.0388,0.0984,True,True,0.1371,False
Stage1.M4,variability,Machine1.Zone1Temperature,hayir,0.09,-0.2025,13912,41.5,0.0,0.2024,0.2025,True,False,0.3935,False
Stage1.M4,variability,Machine1.Zone2Temperature,hayir,0.56,-0.0449,13912,3113.5,0.0,0.0123,0.0449,True,True,0.0642,False
Stage1.M4,variability,Machine1.MotorRPM,evet,5.74,0.6736,13912,14.2,0.0,0.0063,0.6736,True,False,0.0411,False
Stage1.M4,variability,Machine1.ExitZoneTemperature,evet,2.71,0.4031,13912,16.9,0.0,0.1113,0.4031,True,False,0.2817,False
Stage1.M4,variability,Machine2.Zone1Temperature,hayir,0.08,0.0243,13912,380.2,0.004195,0.6373,0.0243,True,False,0.7867,False
Stage1.M4,variability,Machine2.Zone2Temperature,hayir,0.16,-0.0353,13912,479.8,3.1e-05,0.4407,0.0353,True,False,0.6578,False
Stage1.M4,variability,Machine2.MotorRPM,hayir,0.21,-0.001,13912,13912.0,0.908152,0.9082,0.001,False,False,0.9539,False
Stage1.M4,variability,Machine2.ExitZoneTemperature,hayir,0.27,0.0118,13912,13912.0,0.162466,0.1625,0.0118,False,False,0.3544,False
Stage1.M4,variability,Machine3.Zone1Temperature,hayir,0.1,-0.2088,13912,105.8,0.0,0.0317,0.2088,True,True,0.1169,False
Stage1.M4,variability,Machine3.Zone2Temperature,hayir,0.15,-0.0757,13912,1190.1,0.0,0.009,0.0757,True,True,0.0532,False
Stage1.M4,variability,Machine3.MotorRPM,evet,3.28,-0.6341,13912,15.4,0.0,0.0083,0.6341,True,False,0.0502,False
Stage1.M4,variability,Machine3.ExitZoneTemperature,hayir,0.1,-0.1245,13912,178.5,0.0,0.0974,0.1245,True,False,0.2585,False
Stage1.M4,variability,Combiner.Temperature3,hayir,0.15,-0.0078,13912,3314.2,0.356587,0.6529,0.0078,False,False,0.7945,False
Stage1.M4,variability,Machine4.Temperature1,hayir,0.64,-0.1513,13912,249.2,0.0,0.0167,0.1513,True,True,0.0784,False
Stage1.M4,variability,Machine4.Temperature2,hayir,0.82,-0.1284,13912,305.6,0.0,0.0247,0.1284,True,True,0.1024,False
Stage1.M4,variability,Machine4.Pressure,evet,5.46,0.3881,13912,37.4,0.0,0.0163,0.3881,True,True,0.0768,False
Stage1.M4,variability,Machine4.Temperature3,evet,1.15,0.6646,13912,15.9,0.0,0.0041,0.6646,True,False,0.0305,False
Stage1.M4,variability,Machine4.Temperature5,hayir,0.92,0.574,13912,18.4,0.0,0.0105,0.574,True,False,0.0582,False
Stage1.M4,variability,Machine5.Temperature1,hayir,0.01,0.013,13912,1658.9,0.124946,0.5965,0.013,False,False,0.7644,False
Stage1.M4,variability,Machine5.Temperature2,hayir,0.02,-0.0096,13912,1265.8,0.256187,0.7323,0.0096,False,False,0.8443,False
Stage1.M4,variability,Machine5.Temperature3,hayir,0.38,0.4131,13912,22.1,0.0,0.0548,0.4131,True,False,0.1774,False
Stage1.M4,variability,Machine5.Temperature4,hayir,0.66,0.6403,13912,16.2,0.0,0.0058,0.6403,True,False,0.0389,False
Stage1.M4,variability,Machine5.Temperature5,hayir,0.04,0.074,13912,593.4,0.0,0.0715,0.074,True,False,0.2129,False
Stage1.M4,variability,Machine5.Temperature6,hayir,0.63,0.0861,13912,24.7,0.0,0.6879,0.0861,True,False,0.8206,False
Stage1.M6,bias,Machine1.Zone1Temperature,hayir,0.09,0.2019,9372,69.7,0.0,0.0946,0.2019,True,False,0.2556,False
Stage1.M6,bias,Machine1.Zone2Temperature,hayir,0.56,0.0392,9372,1015.4,0.000145,0.2118,0.0392,True,False,0.4029,False
Stage1.M6,bias,Machine1.MotorRPM,evet,5.74,-0.2445,9372,31.4,0.0,0.1838,0.2445,True,False,0.37,False
Stage1.M6,bias,Machine1.ExitZoneTemperature,evet,2.71,-0.0418,9372,55.9,5.2e-05,0.7612,0.0418,True,False,0.8518,False
Stage1.M6,bias,Machine2.Zone1Temperature,hayir,0.08,0.1043,9372,383.3,0.0,0.0412,0.1043,True,True,0.143,False
Stage1.M6,bias,Machine2.Zone2Temperature,hayir,0.16,0.1245,9372,469.9,0.0,0.0069,0.1245,True,True,0.0442,True
Stage1.M6,bias,Machine2.MotorRPM,hayir,0.21,-0.0028,9372,9372.0,0.786279,0.7863,0.0028,False,False,0.8672,False
Stage1.M6,bias,Machine2.ExitZoneTemperature,hayir,0.27,-0.0036,9372,7207.1,0.726279,0.7589,0.0036,False,False,0.8518,False
Stage1.M6,bias,Machine3.Zone1Temperature,hayir,0.1,0.2684,9372,129.5,0.0,0.002,0.2684,True,True,0.0188,True
Stage1.M6,bias,Machine3.Zone2Temperature,hayir,0.15,0.119,9372,875.7,0.0,0.0004,0.119,True,True,0.0057,True
Stage1.M6,bias,Machine3.MotorRPM,evet,3.28,0.2676,9372,35.0,0.0,0.1208,0.2676,True,False,0.2946,False
Stage1.M6,bias,Machine3.ExitZoneTemperature,hayir,0.1,0.1777,9372,171.9,0.0,0.0195,0.1777,True,True,0.0868,False
Stage1.M6,bias,Combiner.Temperature3,hayir,0.15,0.0156,9372,2146.6,0.131739,0.4709,0.0156,False,False,0.6776,False
Stage1.M6,bias,Machine4.Temperature1,hayir,0.64,0.1774,9372,460.9,0.0,0.0001,0.1774,True,True,0.0027,True
Stage1.M6,bias,Machine4.Temperature2,hayir,0.82,0.1612,9372,544.3,0.0,0.0002,0.1612,True,True,0.0031,True
Stage1.M6,bias,Machine4.Pressure,evet,5.46,-0.0559,9372,83.8,0.0,0.6149,0.0559,True,False,0.7764,False
Stage1.M6,bias,Machine4.Temperature3,evet,1.15,-0.4056,9372,35.9,0.0,0.0135,0.4056,True,True,0.0678,False
Stage1.M6,bias,Machine4.Temperature5,hayir,0.92,-0.2962,9372,42.2,0.0,0.0558,0.2962,True,False,0.179,False
Stage1.M6,bias,Machine5.Temperature1,hayir,0.01,-0.0415,9372,1016.4,5.9e-05,0.1865,0.0415,True,False,0.3706,False
Stage1.M6,bias,Machine5.Temperature2,hayir,0.02,-0.0459,9372,1040.5,9e-06,0.139,0.0459,True,False,0.3208,False
Stage1.M6,bias,Machine5.Temperature3,hayir,0.38,-0.4627,9372,39.8,0.0,0.0024,0.4627,True,True,0.0219,True
Stage1.M6,bias,Machine5.Temperature4,hayir,0.66,-0.4435,9372,34.8,0.0,0.0072,0.4435,True,True,0.0453,True
Stage1.M6,bias,Machine5.Temperature5,hayir,0.04,-0.1363,9372,524.0,0.0,0.0017,0.1363,True,True,0.0171,True
Stage1.M6,bias,Machine5.Temperature6,hayir,0.63,0.2691,9372,49.6,0.0,0.0597,0.2691,True,False,0.1866,False
Stage1.M8,bias,Machine1.Zone1Temperature,hayir,0.09,0.0381,13308,464.7,1.1e-05,0.4133,0.0381,True,False,0.6309,False
Stage1.M8,bias,Machine1.Zone2Temperature,hayir,0.56,-0.0129,13308,8759.5,0.13658,0.2272,0.0129,False,False,0.4213,False
Stage1.M8,bias,Machine1.MotorRPM,evet,5.74,0.0244,13308,197.9,0.004842,0.7331,0.0244,True,False,0.8443,False
Stage1.M8,bias,Machine1.ExitZoneTemperature,evet,2.71,0.0111,13308,226.0,0.200939,0.8685,0.0111,False,False,0.9272,False
Stage1.M8,bias,Machine2.Zone1Temperature,hayir,0.08,-0.0666,13308,2689.1,0.0,0.0005,0.0666,True,True,0.007,True
Stage1.M8,bias,Machine2.Zone2Temperature,hayir,0.16,-0.0339,13308,3362.5,9.3e-05,0.0495,0.0339,True,True,0.1641,False
Stage1.M8,bias,Machine2.MotorRPM,hayir,0.21,-0.0096,13308,13308.0,0.26666,0.2667,0.0096,False,False,0.4762,False
Stage1.M8,bias,Machine2.ExitZoneTemperature,hayir,0.27,0.0032,13308,8944.3,0.712209,0.7623,0.0032,False,False,0.8518,False
Stage1.M8,bias,Machine3.Zone1Temperature,hayir,0.1,-0.0641,13308,864.1,0.0,0.0597,0.0641,True,False,0.1866,False
Stage1.M8,bias,Machine3.Zone2Temperature,hayir,0.15,-0.0371,13308,6544.5,1.8e-05,0.0027,0.0371,True,True,0.0229,True
Stage1.M8,bias,Machine3.MotorRPM,evet,3.28,0.0322,13308,211.1,0.000205,0.6425,0.0322,True,False,0.7883,False
Stage1.M8,bias,Machine3.ExitZoneTemperature,hayir,0.1,-0.0245,13308,1508.1,0.004682,0.3415,0.0245,True,False,0.5529,False
Stage1.M8,bias,Combiner.Temperature3,hayir,0.15,-0.0125,13308,9905.6,0.148411,0.2125,0.0125,False,False,0.4029,False
Stage1.M8,bias,Machine4.Temperature1,hayir,0.64,-0.0544,13308,2293.2,0.0,0.0092,0.0544,True,True,0.0534,False
Stage1.M8,bias,Machine4.Temperature2,hayir,0.82,-0.0441,13308,2266.6,0.0,0.0357,0.0441,True,True,0.1282,False
Stage1.M8,bias,Machine4.Pressure,evet,5.46,-0.0667,13308,505.1,0.0,0.1346,0.0667,True,False,0.3142,False
Stage1.M8,bias,Machine4.Temperature3,evet,1.15,-0.0621,13308,220.7,0.0,0.3591,0.0621,True,False,0.573,False
